TimeStamp, Open, Close, High, Low, Volume, BaseVolume
5/18/2017 9:28:00 AM,0.00195,0.00195,0.00195,0.00195,361.25913735,0.7044553
5/18/2017 1:38:00 PM,0.00194,0.00194,0.00194,0.00194,1527.16746232,2.96270486
5/18/2017 1:39:00 PM,0.00194,0.00199999,0.00199999,0.00194,10025.53726654,19.75785107
5/18/2017 1:40:00 PM,0.00199999,0.0022,0.0022,0.00199999,1804.43921554,3.83934266
5/18/2017 1:41:00 PM,0.002178,0.0022,0.0022,0.002178,2071.19558775,4.55440808
5/18/2017 1:42:00 PM,0.0022,0.0022,0.0022,0.0022,306.75648259,0.67486425
5/18/2017 1:45:00 PM,0.00229989,0.00249999,0.00249999,0.00229989,1922.5024294,4.60519983
5/18/2017 1:53:00 PM,0.00249999,0.00249999,0.00249999,0.00249999,468.99641109,1.17248633
5/18/2017 2:19:00 PM,0.00220001,0.0022,0.00220001,0.0022,53.28367523,0.11722434
5/18/2017 2:21:00 PM,0.002178,0.002178,0.002178,0.002178,26.96696825,0.05873405
5/18/2017 3:06:00 PM,0.00247498,0.00247498,0.00247498,0.00247498,1127.87918984,2.79147841
5/18/2017 3:08:00 PM,0.00247498,0.00247498,0.00247498,0.00247498,3881.84650945,9.60749245
5/18/2017 3:09:00 PM,0.00247498,0.002506,0.002506,0.00247498,9106.83877652,22.61087226
5/18/2017 3:11:00 PM,0.00247498,0.00247498,0.00247498,0.00247498,24.71636758,0.06117251
5/18/2017 8:32:00 PM,0.00247491,0.00249999,0.00249999,0.00247491,1009.71205214,2.50350445
5/18/2017 8:59:00 PM,0.00249999,0.00249999,0.00249999,0.00249999,1718.09637077,4.29522373
